CODIGO,NOMBRE,PRECIO,FAMILIA,VENTA,RUT,EXISTENCIA
4030,9700 CABALLERO DEL SODIACO 2/4,664,10,982,80450700-0,0.0
4031,9700 CABALLERO DEL SODIACO 5/6,711,10,1052,80450700-0,0.0
4032,9700 CABALLERO DEL SODIACO 6/7,758,10,1121,80450700-0,0.0
4033,9700 CABALLERO DEL SODIACO 7/8,805,10,1191,80450700-0,0.0
4034,PELOTA PING/PONG C/U DOBLE CIR,50,5,75,80462100-8,0.0
4035,RED DE PING PONG COLOR VERDE P,305,5,492,80462100-8,0.0
4036,BANDA AEROBICA IND 0.50,1990,2,3490,77139990-8,0.0
4037,AR 511 CAMISA NINO M/C LIS S/L,1780,3,2634,83569800-9,0.0
4038,CANILLERA NIKE GUARD,2200,2,3256,10700067-4,0.0
4039,PIJAMA DAMA S/MANGA CUELLO,2250,2,3330,3441908-6,0.0
4040,T.BANO DAMA I PIEZA,7308,2,12990,77462640-9,14.0
4041,T.BANO DAMA 2 PIEZAS,4790,2,10460,77462640-9,2.0
4042,1381 ZAPATI WAVE LO BLANC 6/12,10876,6,16097,96512180-3,0.0
4043,4784 ZAPATI TRIDEX TF AZU 6/12,9993,6,14790,96512180-3,0.0
4044,AJADA DE CAMA SIMPSOM 57*90,1990,10,3990,89524100-8,0.0
4045,PLUMON TRANSFORMER SINGLE,12150,10,19990,89524100-8,0.0
4046,POLAINA DE HUASO CHICA,3000,10,5490,9252182-6,0.0
4047,POLAINA HUASO INFANTIL,3500,10,5990,9252182-6,0.0
4048,POLAINA HUASO MEDIANA,4500,10,7990,9252182-6,1.0
4049,BAJA DA CAMA TRANSFORMER 57*60,1990,10,3990,89524100-8,0.0
4050,BOXER CUADRILLE TREV,1331,2,2490,76451600-1,0.0
4051,POLERA GAM.C/CAMISERO,1390,3,2057,81756100-4,0.0
4052,BERM GABAR TIRA COLOR S/XL,1990,3,2945,81756100-4,0.0
4053,134 N3 ZAP JOGGING NINOS 26/34,4490,6,6645,78748400-K,0.0
4054,138 N3 ZAP JOGGING NINOS 26/34,3990,6,5905,78748400-K,0.0
4055,135-2 ZAPTI NEG/BLAN JUV 34/38,4790,6,7089,78748400-K,0.0
4056,064-2 ZAP NEGRA BLAN JUV 34/38,4990,6,7385,78748400-K,0.0
4057,066-1 ZAPATI DEP JOGGINS 39/43,5990,6,8865,78748400-K,0.0
4058,135-1 ZAP DEPOR BLAN/NEG 39/43,4990,6,7385,78748400-K,0.0
4059,151-1 ZAP TENIS BLAN/NEG 39/43,3990,6,5905,78748400-K,0.0
4060,064-1 ZAP DEPOR BLAN/NEG 39/43,5990,6,8865,78748400-K,0.0
4061,156-A1 ZAPA DEPOR BLANCA 39/43,4990,6,7385,78748400-K,0.0
4062,134-A3 ZAPAT DEPOR NINOS 26/33,4490,6,6645,78748400-K,0.0
4063,FALDA HUASA FLOREADA 14/16,3289,3,4868,80019100-9,0.0
4064,"MEDALLA ALEAC,32MM VARIOS",250,5,370,84071800-K,0.0
4065,PRIMERA CAPA M/L ART 954,6900,9,11990,7044403-8,17.0
4066,CAMISA F/OSCURO M/CORTA T S/XL,1650,3,2442,78505590-K,0.0
4067,POLERA P/H SPIRIT I COLOR S/XL,900,3,1332,78505590-K,0.0
4068,3809 CASACA VERAN 1 COLOR S/XL,2200,3,3256,78505590-K,0.0
4069,3701 ZAPATILL LONA COLOR 34/43,1600,6,2368,78505590-K,0.0
4070,SHORT LISO FRANJAS HOMB.,2990,3,4425,81756100-4,0.0
4071,HAWAIANA DAMA 35/40,990,3,1690,81756100-4,0.0
4072,CUADRO DAMA C/PIERNA,920,5,1360,76451600-1,0.0
4073,BOTA AGUA TRECK INDUS 39/46,3838,3,5680,83553400-6,0.0
4074,GORROS CLUBES PROFECI BORDADOS,850,15,1258,79814300-K,0.0
4075,ART 40 ALPARGATAS RAYADA 34/39,950,6,1406,85518800-7,0.0
4076,SABANA LISA 2 PL,3528,15,5990,93049000-8,0.0
4077,SHORT CORTO FRANELA NINOS 4/14,750,2,1110,7623694-1,0.0
4078,SHORT CORTO ADULT FRANELA S/XL,1000,2,1480,7623694-1,0.0
4079,CAMISOLA ALGOD M/M S/XL,2000,2,2960,76451600-1,0.0
4080,HG220006 G ARQUERO GUSVIC 6/10,1791,5,2651,78113210-1,0.0
4081,BA10095 BALON FUTBOL 5 SCRATCH,2511,5,3716,78113210-1,0.0
4082,BA121300 B.VOLEIBOL BLANC ALBA,2655,5,3929,78113210-1,0.0
4083,MEDALLA ALEACION,500,17,815,84071800-K,0.0
4084,CARPA IGLU 2PERSONAS,9270,5,13719,84915900-3,0.0
4085,CARPA IGLU 4 PERSONAS,16000,5,23680,84915900-3,0.0
4086,"RAQUET DE TENIS NI╛O 25""",2000,5,2960,84915900-3,0.0
4087,RAQUET DE TENIS ADULTO,3800,5,5624,84915900-3,0.0
4088,SOPORTE ESPALDA NEOPREN,2295,15,3397,84915900-3,0.0
4089,01400001 SACO DORMIR XSB200 FL,4920,5,7282,84915900-3,0.0
4090,01400010 SACO DORMIR XSB400 EY,10725,5,15873,84915900-3,0.0
4091,COPA ART.2331,2062,5,3052,84915900-3,0.0
4092,OVEROL AZUL,660,3,977,84915900-3,0.0
4093,066-G2 ZAP JOGGINS JUVEN 34/38,5990,6,8865,78748400-K,0.0
4094,070-1 ZAPA DEP BLAN /NEG 38/43,5990,6,8865,78748400-K,0.0
4095,068-N1 ZAPATI DEPO NEGRA 38/43,6990,6,10345,78748400-K,0.0
4096,056-1 ZAPATI VARON COLOR 38/43,6490,6,9605,78748400-K,0.0
4097,SLIP BLANCO 100% ALGODON 48/50,1370,9,2027,6947110-2,0.0
4098,SLIP BLANCO 100% ALGODON 52/54,1750,9,2590,6947110-2,0.0
4099,PATIN EN LINIA ROLLER NE 32/43,8360,5,12378,79931820-2,0.0
4100,CHALA TRENZADA DAMA COLO 34/39,416,12,615,6241229-1,0.0
4101,PANTINA MOD ZICO HOMBRES 39/44,583,6,862,6241229-1,0.0
4102,BCO LISO,850,5,1258,4131588-1,0.0
4103,HSAE10 SABANA ELASTICADA 1 PLA,4320,4,5990,92817000-4,0.0
4104,HSAE15 SABANA ELASTICADA 1.5 P,3690,4,6460,92817000-4,0.0
4105,HSAE20 SABANA ELASTICADA 2 PLA,4900,4,7252,92817000-4,0.0
4106,JCH 101 JEANS DESTE AZUL 54/58,4990,3,7385,4822112-2,0.0
4107,ZAP FUT SPIRIT 36/39,7191,12,11990,76064490-0,3.0
4108,SABANA BROD CASSINI 2PL,4890,6,8990,89524100-8,0.0
4109,PIJAMA LARGO NINA ALG 6/16,3500,6,5990,76451600-1,0.0
4110,SABANA MICRO BLCA 11/2PL,3105,5,5490,89524100-8,0.0
4111,SET DE BOLAS POOL,11763,5,19990,77462640-9,0.0
4112,PALETA P.P.SENSEI3,2202,5,3890,77462640-9,5.0
4113,CINTURON CUERO ADU NEG/CAF 30M,2350,15,3478,82084000-3,0.0
4114,MOCHILA COLEGIO MEDIANA,1700,1,2516,9223738-9,0.0
4115,BOTINEROS COLOR ESTAMPADOS GRA,1100,5,1779,9223738-9,0.0
4116,BOLSO MEDIANO DEPVO CHICO,1600,5,2368,9223738-9,0.0
4117,BOLSO CHICO BORDADO COLORES CO,1400,5,2072,9223738-9,0.0
4118,COCHE DE GUAGUA TAPADO 1 COLOR,19885,14,29429,79931820-2,0.0
4119,ART 600 CORBATA TREVI NEG ADUL,576,15,852,83994100-5,0.0
4120,PELOTA DE PING PONG PIONNER BL,32,5,65,80462100-8,0.0
4121,PIJAMA POLAR NINO/NINA 10/16,4103,6,6990,76451600-1,4.0
4122,BATA HOMBRE TOALLA S/XL,3600,8,6300,76451600-1,0.0
4123,BATA DAMA TOALLA S/XL,3600,12,6300,76451600-1,7.0
4124,BATA TOALLA DAMA 44/54,5990,8,9900,6464602-8,1.0
4125,CUBRECAMA 2 PL C/FUN,7000,99,12990,92817000-4,0.0
4126,PALETA PIN PON SENSEI *1,1014,5,1790,77462640-9,6.0
4127,PALETA P. PONGSENSE2,1540,5,2690,77462640-9,6.0
4128,RED MESA PING PONG SENSEI,1189,5,2490,77462640-9,0.0
4129,BOLSO VERCUCCI 053 CON BOLSILL,2080,5,3078,79931820-2,0.0
4130,393051 PANT BUZO DEP NINO 6/16,1415,2,2094,79931820-2,0.0
4131,SOQUETE TENIS ADULTO BLANC PAR,580,10,858,4131588-1,0.0
4132,CALZA CORTA LYCRA ART 963,4590,9,7990,7044403-8,1.0
4133,MOCHILA ESCOLAR CHICA GARDIN I,708,5,1290,7415117-5,0.0
4134,SABANAS ROSSE COLOR EST 1 1/2P,1900,4,2812,7415117-5,0.0
4135,SABANAS ROSSE COLOR ESTAM 2 PL,2900,4,4292,7415117-5,0.0
4136,BOLSO GIGANTE VIAJE COLOR BOLS,2000,5,3990,7415117-5,0.0
4137,BOLSO EJECUTIVO CHICO COLGANTE,725,5,1073,7415117-5,0.0
4138,BAJADA DE CAMA MINNI 40*64,1140,10,2990,89524100-8,0.0
4139,PELOTAS TENIS TARRO SNAWETER,620,10,1490,76064490-0,0.0
4140,PELOTA TENIS TARRO 301GRAN SWA,801,10,1990,76064490-0,0.0
4141,PROTECTOR BUCAL SIMPLE ADULT,648,10,1390,76064490-0,0.0
4142,MUNEQUERA TENIS TOALLA PAR,666,5,1290,76064490-0,1.0
4143,ART 413 FAJA ABDOMINAL OPERA L,7120,5,10537,79744580-0,0.0
4144,ART 310 FAJA POST PARTO OPER L,5760,5,8524,79744580-0,0.0
4145,ART 119 SOPORTE MANO MUNECA XL,2600,5,3848,79744580-0,0.0
4146,VENDA ELASTICA 10 CM X 5 MTS C,576,5,852,79744580-0,0.0
4147,VENDA ELASTICA 7.5 CM X 5 MTS.,459,5,679,79744580-0,0.0
4148,PANTUFLAS HOMBRE 39/46,1920,6,3390,76451600-1,13.0
4149,045-P ZAP DEPORT JPL-131 39/44,5990,6,8865,78748400-K,0.0
4150,060-2 ZAP DEPORT JPL-132 34/39,5990,6,8865,78748400-K,0.0
4151,SUSPENSORES FAJA ANCHA TAM 3/4,1920,5,2846,5760905-2,0.0
4152,SUSPENSORES FAJA ANCHA TAM 5/6,2050,5,3034,5760905-2,0.0
4153,49031 INTER PTA NEGR CHAR 6/11,8500,5,12580,96544410-6,0.0
4154,61913 BALON MILAN CAMPUS FUTBO,4566,5,7675,96811370-4,0.0
4155,GUANTE RESISTANCE,3990,5,5902,77596800-1,0.0
4156,MOCHILA DISCOVERY A. MARINA,3300,5,4884,90914000-5,0.0
4157,4040 DEPTVO NINO ALGODON 9/11,880,10,1302,90914000-5,0.0
4158,CMISETA DAMA JUV POLAR,735,5,1490,76451600-1,0.0
4159,CORBATA ADULTO GRIS COLEGIAL C,581,1,865,83994100-5,0.0
4160,CORBATA CADETE COLEGI KDT GRIS,383,1,570,83994100-5,0.0
4161,CORBATIN COLEGI NINO GRIS ELAS,300,1,450,83994100-5,0.0
4162,PROTECTOR BUCAL DOLE JUNIOR,904,10,1690,76064490-0,0.0
4163,MED FUT ETO JUVENIL,1050,6,1890,76064490-0,28.0
4164,MED FUT INF ETO LISO,1010,6,1790,76064490-0,30.0
4165,GUANTES BLANCO ARTICU 6 STRECH,509,15,753,6799819-7,0.0
4166,TARRO TENIS SUFIX PRO,2084,5,3690,77462640-9,0.0
4167,BALON FUT CHAMP LIGUE,2516,5,4990,77462640-9,0.0
4168,SABANA MICRO BLCA 2 PL,4230,5,6990,89524100-8,0.0
4169,FALDA AZUL MAR IMPO  38/48,3690,5,5790,81756100-4,10.0
4170,POLERA 2DA PIEL M/C S/XL,6291,8,10990,79064490-5,0.0
4171,BANANOS GRANDES EN COLORES EST,800,5,1184,9223738-9,0.0
4172,MOCHILA COLEGIO GRANDE,2000,1,2960,9223738-9,0.0
4173,GORRA NATAC SOFT SILIC,771,5,1490,77462640-9,72.0
4174,TARRO TENIS SIFIX PRATCTIC,1389,5,2430,77462640-9,0.0
4175,SABANAS 1 1/2 PLAZA COLORES EL,1900,4,2812,6241229-1,0.0
4176,CASACA VARON GAMUZA COLOR S/XL,4000,3,6500,6241229-1,0.0
4177,50738 ZAP FUT ZAMORANO IN 6/11,7425,5,11989,96811370-4,0.0
4178,51299 ZAP FUTB IN ZAMORAN 6/11,8539,5,12637,96811370-4,0.0
4179,JEANS LICITY AZ DES ADUL 42/50,3990,3,5905,78706240-7,0.0
4180,CALC VARON ALG FELPA ROM 10/12,840,5,1290,76333900-9,34.0
4181,CALZA LARGA VARON POLAR,1085,6,2490,76451600-1,0.0
4182,CAMISETA M/L POLAR VARON S/XL,1330,6,2490,76451600-1,0.0
4183,POLERON ARQ CAFU ADUL S/XL,6291,12,9990,76064490-0,0.0
4184,BALON FUT JUVENTUS 5,2164,12,3990,77462640-9,2.0
4185,MEDIA FUT ELAST ADULTO,1200,6,2900,7576541-K,0.0
4186,"CAMIS FUT U,S,F ADULT",8990,6,17900,10150306-2,2.0
4187,072-B1 ZAP BL/NEG ADU YT 39/44,6490,6,9605,78748400-K,0.0
4188,050-1 ZAP JUVENIL DEPORT 39/44,6490,6,9605,78748400-K,0.0
4189,074-1 ZAP DERPOTIVA ADUL 39/44,5490,6,8152,78748400-K,0.0
4190,116 ZAP DEPORTI FLIA/BLK 34/39,3990,6,5905,78748400-K,0.0
4191,123-1 ZAP DEPORTI ES-003 39/44,4990,6,7385,78748400-K,0.0
4192,122-1 ZAP DEPORTI ES-002 39/44,4990,6,7385,78748400-K,0.0
4193,061-2 ZAP DEPOR NEGR JUV 34/39,4490,6,6645,78748400-K,0.0
4194,BOTINERO COLO COLO,1300,5,1924,96811370-4,0.0
4195,PAB20001 PANTAL BUZO FRAN S/XL,1406,2,2780,78701670-7,0.0
4196,PARKA 18011 COLEG NIN0 RE 6/16,6169,3,9130,78701670-7,0.0
4197,PARKA 2081 ADUL REVERC/CAP S/L,3220,3,6980,78701670-7,0.0
4198,BUZO 18020 NINO FRA C/CAP 6/16,3177,2,5254,78701670-7,0.0
4199,PITO PLASTICO,166,4,246,84915900-3,0.0
4200,PLACAS DORADAS,135,4,462,84915900-3,17.0
4201,COLCHON DE ESPUMA 0.2OE 2 PLAZ,8900,4,13172,83972800-K,0.0
4202,MALLA DE FUTBOLL ALEMANA 70H E,28000,5,43500,8813913-5,0.0
4203,MALLA DE TENIS PROFECINAL ESPE,16000,5,23680,8813913-5,0.0
4204,BALON MEDICINAL CUERO 2 KILOGR,7800,5,11544,5470565-4,0.0
4205,BALON MEDICINAL CUERO  3 KILOG,8200,5,12136,5470565-4,0.0
4206,CAMIS U.CH ADULT S/XL,6990,12,13990,10150306-2,4.0
4207,COTONA CLASICA C/SPORT B 44/54,4880,11,7222,88808100-3,0.0
4208,SOQUETE DEPORTIVO NINOS BLANCO,317,10,469,80523100-9,0.0
4209,SOQUETE DEPORTIVO NINO C/LOGOS,317,10,469,80523100-9,0.0
4210,SOQUETE DEPORTIVO JUVENIL BLAN,345,10,515,80523100-9,0.0
4211,SOQUETE DEPORTIV JUVENIL C/LOG,345,10,511,80523100-9,0.0
4212,SOQUETE DEPORTIVO ADULTO C/LOG,403,10,597,80523100-9,0.0
4213,SOQUETE DEPORTIVO ADULTO BLANC,403,10,597,80523100-9,0.0
4214,SOQ DRALON VISCOCHO ADUL SANGI,434,10,641,80523100-9,0.0
4215,CASP718 CASACA POLAR ADULT S/L,5381,3,7964,78701670-7,0.0
4216,PARKA 714 DRAWERS 8012 AD S/XL,5889,3,8716,78701670-7,0.0
4217,TOAL113 TOALLA BANO 27*54 C/48,813,14,1210,78701670-7,0.0
4218,TOAL144 TOALLA PLAYA 30*60 COL,906,14,1342,78701670-7,0.0
4219,CALZA  ALG CORTA A.MAR S/XL,2970,10,4990,79531220-K,54.0
4220,PACK CUBRE HILO SILVER 11/5PL,3980,10,7990,79536070-0,3.0
4221,PACK CUBRE HILO SILVER 2PL,4670,10,8990,78536070-2,0.0
4222,GUANTE BOX N.TRAIN,6200,10,11990,77139990-8,0.0
4223,5519 SOQ DEPORT BL/LINIA 10/12,750,10,1110,80887500-4,0.0
4224,FC.DONT CANILLERA NINO ST,990,12,1790,77139990-8,0.0
4225,BOLSA 3 PELOTAS TENIS,500,5,740,84915900-3,0.0
4226,70273 ZAP FUTB INTER GO/AZIONE,11888,5,17594,96811370-4,0.0
4227,CAM FUT PALESTINO 2/16,4500,10,9990,10150306-2,0.0
4228,SABANA MINIONS 1.5PL,6999,10,9990,76676820-2,0.0
4229,JUEGO DE SABANAS 2 PLAZAS COLR,3000,4,4440,6241229-1,0.0
4230,BOLSO CHICO MODELO MOCHIL NEGR,666,14,986,6241229-1,0.0
4231,CO20340 BALON FUTBOLL OLIMPIC,2205,5,3263,96311000-6,0.0
4232,4356 CALC DRALON TERMICO 10/12,1055,10,1561,80450700-0,0.0
4233,"6170/6176 SOQ,ALGODON DELG 10/",690,10,1021,80450700-0,0.0
4234,CALZ LAR ALG BLCO S/XL,1750,9,3490,76451600-1,38.0
4235,CAMIS POLAR M/L DAMA S/XL,2090,14,3690,76451600-1,1.0
4236,JOKEY LONA ESTAMPADOS COLORES,550,15,814,78742460-0,0.0
4237,RP140101 SET COMPLETO PING-PON,2025,5,2997,78113210-1,0.0
4238,RP110201 SET 6 PELOTAS PIN-PON,442,5,653,78113210-1,0.0
4239,ESPUELA FOL.4,15369,15,24990,80019100-9,1.0
4240,FRAZADA BEAR 2.5 PL,6500,5,9990,79536070-0,0.0
4241,POLERA M/L FLUOR S/XXL,1890,5,2990,76064490-0,1.0
4242,SET CLAVOS ATLET 9MM,1011,5,1790,77462640-9,0.0
4243,PANTALON LISO HUASO 10/16,2539,3,4990,80019100-9,8.0
4244,72504-3 NEW ROCKET M N/R 34/38,9086,6,13447,96811370-4,0.0
4245,72488-3 MUSTER S JR B/RO 34/38,9657,6,14292,96811370-4,0.0
4246,87349SPEED PRO BCO/AZUL 34/39,11200,6,16576,96811370-4,0.0
4247,1808 RAVE BLCO PETROLEO 30/33,9140,6,13527,96811370-4,0.0
4248,063-2 ZAP MOD NIKE BLANC 34/38,5990,6,8865,78748400-K,0.0
4249,063-1 ZAP MOD NIKE BLANC 39/43,5990,6,8965,78748400-K,0.0
4250,079-1 ZAP NEGRA/LIN BLAN 39/43,5990,6,8865,78748400-K,0.0
4251,078-1 ZAP NEGR/BL LINIAS 39/43,5490,6,8125,78748400-K,0.0
4252,PITO FOX PEARL OFFICIAL,1490,6,2990,77139990-8,1.0
4253,MUNEQUERA PULGAR NEO ST,1590,6,2790,77139990-8,1.0
4254,FG.QAPK G.ARQUERO PRO KEEPER,2990,6,5990,77139990-8,1.0
4255,COPA LOTE 1008 24C,3165,12,5990,77139990-8,6.0
4256,"CAMISA LISA COL,M/L 36/40",3819,6,6690,80019100-9,0.0
4257,CAMISA LISA COL M/L 41/44,3919,12,6890,80019100-9,0.0
4258,PANUELO COLOR GRANDE FINOS C/U,58,15,149,7415117-5,0.0
4259,ZAPATILLA CHICLE BLANCAS 25/38,700,6,2200,7812810-0,188.0
4260,RODILLERA ROTUL NEOPR,2241,5,3990,76064490-0,0.0
4261,MALLA BABY FUTBOL GRUESA 70HBR,9990,5,14785,8813913-5,0.0
4262,MALLA DE VOLLEYBOLL GRUESA 70H,4200,5,14900,8813913-5,0.0
4263,GUANTE ARQUERO ROC.5/6/7,2528,5,4990,77462640-9,12.0
4264,ENAGUA CINTURA  TREV 46/50,2490,5,4390,6464602-8,0.0
4265,ENAGUA CINTURA TREV 52/56,2690,5,4790,6464602-8,0.0
4266,BB101000 TARJETAS ARBITROS PAR,973,5,1990,77462640-9,3.0
4267,PITO PLASTICO GRANDE,189,5,280,77462640-9,0.0
4268,PITO PLASTIC CHICO C/CORD,175,5,990,77462640-9,2.0
4269,PLACA DE GRABADO,583,5,863,84071800-K,0.0
4270,945-C ART COPA ITALIANA MEDIAN,2800,17,4144,84071800-K,0.0
4271,945-E COPA ITALIANA TAMA CHICA,6500,17,9620,84071800-K,0.0
4272,549 ARTIC COPA ITALIANA GRANDE,5250,17,7770,84071800-K,0.0
4273,550 ARTIC COPA ITALIANA MEDIAN,4950,17,7326,84071800-K,0.0
4274,1151COPA SPORTIVA,6400,17,9472,84071800-K,0.0
4275,1151/2COPA SPORTIVA,5390,17,7977,84071800-K,0.0
4276,1151/1COPA SPORTIVA,4500,5,6660,84071800-K,0.0
4277,TOAL150 TOALLA DE MANO 20*40 C,411,14,717,78701670-7,0.0
4278,J-96170 ZAPA NEGRA TENIS 39/44,5990,6,8865,96809900-0,0.0
4279,RA270015 RAQUET TENIS POWER PR,5790,5,8569,77462640-9,0.0
4280,JEAN183 HOMBRE DRAWERS T 42/50,2533,3,4850,78701670-7,0.0
4281,JEHC163 JEANS HOMB COLOR 42/50,2966,3,4850,78701670-7,0.0
4282,POH603 POLERA HOM CHARLES S/XL,1805,3,2675,78701670-7,0.0
4283,SHRT206 SHORT JUVEN COLOR S/XL,661,2,1450,78701670-7,0.0
4284,TOAL146 TOALLA BANO 27*54 FLOR,907,14,1345,78701670-7,0.0
4285,BUZO DEPORTI FRANELA NINO 6/14,2600,2,3848,6241229-1,0.0
4286,131-N ZAP JUVENIL DEPORT 26/37,3990,6,5905,78748400-K,0.0
4287,181-1 ZAP BABY MODE PUMA 39/43,5990,6,8865,78748400-K,0.0
4288,182-1 ZAP FUTBOL MO PUMA 39/43,5990,6,8865,78748400-K,0.0
4289,077-1 ZAP DEPORTIVA HOMB 39/43,5990,6,8865,78748400-K,0.0
4290,120-A1 ZAP DEPORTIVA HOM 39/43,5990,6,8865,78748400-K,0.0
4291,RA270010 RAQUETA TENIS SUFIX 1,7381,5,12990,77462640-9,3.0
4292,SET CLAVOS ATLE 9MM,1011,5,1790,77462640-9,0.0
4293,FUNDA PALETA SENSEI TRAIN,1499,5,2790,77462640-9,0.0
4294,GORRO 1 COLOR ESTAM CHILE SK7,650,15,1092,50117670-2,0.0
4295,128-1 ZAPAT DEP MOD NIKE 38/43,4990,6,7385,78748400-K,0.0
4296,129-2 ZAPATIL DEP BL/NEG 34/38,4990,6,7385,78748400-K,0.0
4297,SABANA BARBY 1.5PL,4800,2,9990,78526430-4,0.0
4298,519 TROFEO GRANDE 45 CM ITALIA,8583,17,12703,84071800-K,0.0
4299,CINTURON DE CUERO ADULTO COLOR,1250,15,1850,6122122-0,0.0
4300,RAVE BLANCO GRIS,11370,2,16828,96811370-4,0.0
4301,CAMISA COL. BCA ╛I╛O,1680,1,2486,78165090-0,0.0
4302,71452-3 SCORPIO LOW LACI 34/38,9086,6,13447,96811370-4,0.0
4303,HCA15 CUBRECAM ARTESANAL 1 1/2,3700,4,5476,92817000-4,0.0
4304,760 COPA ITALIANA TAMA MEDIANO,4250,17,6290,84071800-K,0.0
4305,761 COPA ITALIANA TAMAN GRANDE,4450,17,6586,84071800-K,0.0
4306,JEAN153 JEAN NINO MESCLIL 8/18,2118,3,3135,78701670-7,0.0
4307,POL2401 POLO MUSCULOSA HO S/XL,771,3,1141,78701670-7,0.0
4308,POL2402 POLO MUSCULOSA NI 6/14,593,3,877,78701670-7,0.0
4309,SHRT205 SHORT JUVENIL COL S/XL,644,3,953,78701670-7,0.0
4310,TOAL186 TOALLA PLAYA 27*51 COL,906,14,1342,78701670-7,0.0
4311,BC160010 VENDA DRIBLIN 5CM MCO,285,5,990,77462640-9,0.0
4312,BC160011 VENDA DRIBLIN 7.5 MCO,384,5,990,77462640-9,0.0
4313,BC160012 VENDA DRIBLIN 10CM MC,520,5,990,77462640-9,74.0
4314,ENAGUA LARGA TREV 46/50,2990,5,5290,6464602-8,0.0
4315,RED MESA PP BLISTER CTE,1010,5,1690,77462640-9,0.0
4316,POLE ALTO RENDIM LYCRA S/XL M/,7900,6,13990,77139990-8,1.0
4317,PANT ARQ LARGO CAFU S/XL MICRO,8990,6,15900,76064490-0,0.0
4318,GUANTES BLANCOS S/L,770,6,1690,76451600-1,156.0
4319,203-1 ZAPAT BLN/R DEPORT 39/43,3990,6,5905,78748400-K,0.0
4320,ENAGUA LARGA TREV 52/56,3290,5,5790,6464602-8,0.0
4321,7952 PACK SOQUETE DEPVO DAMAS,2124,10,3144,80450700-0,0.0
4322,AGUJA METALICA BALONES,116,5,250,77462640-9,19.0
4323,TACO POLL 99-607 2TRAM,5990,5,10990,77462640-9,0.0
4324,ESTUCHE PORTA LAPIZ EQUIPO PRO,220,5,326,9223738-9,0.0
4325,CAMIS FUT EQUIP PROF 4/10,5500,5,9690,77139990-8,0.0
4326,PANTALON ARQ LAR ULSPHORT S/XL,12990,12,22900,76064490-0,0.0
4327,MED ARQUERO ANTIDES PROF,2990,14,4990,77139990-8,0.0
4328,CALZA ALG MEDIA S/XL,2890,14,4990,77020126-8,5.0
4329,BALON FUT MITRE 5,5196,14,8990,79587250-7,0.0
4330,BALON BASKET MOLTEN GH7X 7,12990,14,22990,79587250-7,0.0
4331,27291/28 CAM FUTB ZAMORANO M/C,10229,2,15138,96811370-4,0.0
4332,72435 ZAP.REVENGE BCO/COB 7/11,11371,6,16829,96811370-4,0.0
4333,RED BASKETBOLL PAR 1 COLOR OFI,750,5,1490,8813913-5,0.0
4334,RED BALON FUTBOLL OFICIAL PITA,50,5,120,8813913-5,0.0
4335,183-2 ZAP FUTB MOD ADIDA 34/38,5490,5,8125,78748400-K,0.0
4336,032-N2 ZAP NEGR/BLAN DEP 34/38,4490,6,6645,78748400-K,0.0
4337,205-A2 ZAP JOGGINS AZ/LI 34/38,4990,6,7385,78748400-K,0.0
4338,204-A1 ZAP JOGINS AZU/BL 39/43,4990,6,7385,78748400-K,0.0
4339,COTONA BEIGE NI╛O 6-16 IMP.,4290,1,7590,81756100-4,26.0
4340,210501 DELANTAL CUADRILL.DAMA,1990,1,2945,81756100-4,2.0
4341,2312 SOQUETE HILO COLEG.7,725,10,960,80887500-4,2.0
4342,SABANA 11/2PL JONAS BROTHES,5390,8,8990,89524100-8,1.0
4343,SANANA PUCCA DEST 11/2PL,3290,8,5990,89524100-8,0.0
4344,963 POLO PERLE 2 HEBR C/C S/XL,6600,1,9768,80448300-4,0.0
4345,CANILLERA CUP JUVENIL,896,1,1327,6985800-7,0.0
4346,868 POLO PERLE 2 HEBRAS C/C 14,5550,1,8214,80448300-4,0.0
4347,TOBILLERA ELSA ECCO S/L,453,5,795,77462640-9,4.0
4348,RA270011 RAQUET SUFIX JUNIOR 2,7692,5,13490,77462640-9,2.0
4349,RA270012 RAQUET TENIS SUFIX 3C,7968,5,13990,77462640-9,3.0
4350,CAMIS FUT EQUIP PROF 12/14,6900,5,11990,77139990-8,0.0
4351,ART 1005 SLIP ALGOD COLO 48/50,899,9,1331,80501400-8,0.0
4352,ART 1005 SLIP ALGOD COLO 52/54,772,9,1143,80501400-8,0.0
4353,552 COPA ITALINA 30CM COPON CO,6850,17,10138,84071800-K,0.0
4354,8324 TROFEO PLACA CRISTAL 25CM,5250,17,7770,84071800-K,0.0
4355,TAPON OIDOS PVC SOFT,623,5,1190,77462640-9,0.0
4356,ART 93 TOALLA VOLIA 42 * 90 CO,981,14,1451,80943400-1,0.0
4357,ZAP BABY COLOR 33/35,4500,6,8990,76064490-0,0.0
4358,TOALLA DE PLAYA ESTAMPADA COLR,625,14,1190,7415117-5,0.0
4359,GORRO DEPORTIVO COLORES ESTAMP,458,15,677,7415117-5,0.0
4360,SOQUETE DEPORTIVO BLANCO ESTAM,166,10,290,7415117-5,0.0
4361,BOLSO GIGANTE I COLOR CON BOLS,2800,14,4144,7415117-5,0.0
4362,BOLSO DE VIAJE MEDIANO CON BOL,2100,14,3108,7415117-5,0.0
4363,MOCHILA COLOR AZUL MARINO COLE,2400,5,3552,7415117-5,0.0
4364,MOCHILA COLEGIAL GEMELOS,2800,5,4144,9223738-9,0.0
